Subset,Detail
LMPP,NOB1
LMPP,WWP2
LMPP,DDX19A-DT
LMPP,ST3GAL2
LMPP,COG4
LMPP,CMTR2
LMPP,ZNF23
LMPP,ZNF19
LMPP,AP1G1
LMPP,PKD1L3
LMPP,ZFHX3
LMPP,PSMD7
LMPP,AC009120.6
LMPP,TMEM231
LMPP,RP11-303E16.7
LMPP,GAN
LMPP,RP11-960L18.1
LMPP,HSBP1
LMPP,MBTPS1
LMPP,WFDC1
LMPP,CRISPLD2
LMPP,GSE1
LMPP,GINS2
LMPP,COX4I1
LMPP,IRF8
LMPP,SLC7A5
LMPP,ZC3H18
LMPP,SNAI3
LMPP,CTU2
LMPP,PIEZO1
LMPP,RP11-830F9.6
LMPP,ANKRD11
LMPP,AC137932.4
LMPP,SPG7
LMPP,RPL13
LMPP,CHMP1A
LMPP,SPATA2L
LMPP,ZNF276
LMPP,RPH3AL
LMPP,ABR
LMPP,CRK
LMPP,PITPNA-AS1
LMPP,SERPINF2
LMPP,SERPINF1
LMPP,RAP1GAP2
LMPP,SHPK
LMPP,CTNS
LMPP,ITGAE
LMPP,ATP2A3
LMPP,UBE2G1
LMPP,SPNS3
LMPP,RP13-580F15.2
LMPP,SPNS2
LMPP,AC091153.4
LMPP,MED11
LMPP,ENO3
LMPP,ZNF594
LMPP,RABEP1
LMPP,CTC-524C5.2
LMPP,C1QBP
LMPP,DERL2
LMPP,PITPNM3
LMPP,RNASEK
LMPP,C17orf49
LMPP,ASGR1
LMPP,PHF23
LMPP,NEURL4
LMPP,TNFSF12
LMPP,CD68
LMPP,AC113189.5
LMPP,WRAP53
LMPP,KDM6B
LMPP,CYB5D1
LMPP,CHD3
LMPP,CTC1
LMPP,RPL26
LMPP,NDEL1
LMPP,RP11-85B7.4
LMPP,GAS7
LMPP,PIRT
LMPP,DNAH9
LMPP,RP11-1096G20.5
LMPP,MAP2K4
LMPP,HS3ST3B1
LMPP,RP11-214O1.3
LMPP,RP11-385D13.3
LMPP,CDRT1
LMPP,ADORA2B
LMPP,CENPV
LMPP,ZNF624
LMPP,CCDC144A
LMPP,PLD6
LMPP,FLCN
LMPP,SMCR5
LMPP,SREBF1
LMPP,TOM1L2
LMPP,DRC3
LMPP,FOXO3B
LMPP,FAM83G
LMPP,AC004448.5
LMPP,ULK2
LMPP,CCDC144NL-AS1
LMPP,USP22
LMPP,WSB1
LMPP,LYRM9
LMPP,CTD-2008P7.11
LMPP,SPAG5
LMPP,RP11-192H23.6
LMPP,SUPT6H
LMPP,FAM222B
LMPP,ERAL1
LMPP,DHRS13
LMPP,RP11-20B24.5
LMPP,RP11-321A17.4
LMPP,TAOK1
LMPP,ANKRD13B
LMPP,NSRP1
LMPP,CPD
LMPP,GOSR1
LMPP,CTD-2349P21.9
LMPP,NF1
LMPP,CTD-2095E4.5
LMPP,ZNF207
LMPP,CCT6B
LMPP,LIG3
LMPP,RFFL
LMPP,TAF15
LMPP,MMP28
LMPP,AC015849.19
LMPP,PIGW
LMPP,GGNBP2
LMPP,AATF
LMPP,DUSP14
LMPP,DDX52
LMPP,CTB-58E17.1
LMPP,CWC25
LMPP,RPL23
LMPP,LASP1
LMPP,LINC00672
LMPP,RPL19
LMPP,FBXL20
LMPP,PGAP3
LMPP,GSDMB
LMPP,WIPF2
LMPP,CTD-2267D19.8
LMPP,TOP2A
LMPP,RP11-458J1.1
LMPP,KRT10
LMPP,KRT17
LMPP,EIF1
LMPP,JUP
LMPP,P3H4
LMPP,ZNF385C
LMPP,DHX58
LMPP,STAT3
LMPP,CAVIN1
LMPP,NAGLU
LMPP,TUBG1
LMPP,TUBG2
LMPP,PSME3
LMPP,AARSD1
LMPP,DHX8
LMPP,ATXN7L3
LMPP,ATXN7L3-AS1
LMPP,MEIOC
LMPP,HIGD1B
LMPP,DCAKD
LMPP,ACBD4
LMPP,AC142472.6
LMPP,ARHGAP27
LMPP,ARL17B
LMPP,LRRC37A2
LMPP,CTD-2026D20.2
LMPP,NPEPPS
LMPP,OSBPL7
LMPP,MRPL10
LMPP,HOXB2
LMPP,CALCOCO2
LMPP,AC091133.1
LMPP,PDK2
LMPP,RSAD1
LMPP,AKAP1-DT
LMPP,RP11-166P13.4
LMPP,RP11-118E18.4
LMPP,MRPS23
LMPP,CUEDC1
LMPP,SRSF1
LMPP,SUPT4H1
LMPP,RNF43
LMPP,SMG8
LMPP,APPBP2
LMPP,BCAS3
LMPP,MED13
LMPP,TLK2
LMPP,MRC2
LMPP,MAP3K3
LMPP,LIMD2
LMPP,CCDC47
LMPP,ICAM2
LMPP,ERN1
LMPP,TEX2
LMPP,SMURF2
LMPP,CEP112
LMPP,BPTF
LMPP,LINC00511
LMPP,SLC39A11
LMPP,RAB37
LMPP,SLC9A3R1
LMPP,FDXR
LMPP,JPT1
LMPP,NUP85
LMPP,MRPS7
LMPP,GRB2
LMPP,MYO15B
LMPP,GALK1
LMPP,UBALD2
LMPP,SNHG20
LMPP,SEC14L1
LMPP,TMC8
LMPP,TK1
LMPP,PGS1
LMPP,ENGASE
LMPP,CBX4
LMPP,CTD-2047H16.2
LMPP,CHMP6
LMPP,LINC01971
LMPP,MRPL12
LMPP,P4HB
LMPP,ARHGDIA
LMPP,SIRT7
LMPP,CENPX
LMPP,CD7
LMPP,FOXK2
LMPP,FN3KRP
LMPP,AC139099.4
LMPP,EMILIN2
LMPP,RP11-737O24.2
LMPP,RP11-737O24.1
LMPP,RP13-270P17.3
LMPP,MYL12B
LMPP,TGIF1
LMPP,DLGAP1
LMPP,ZBTB14
LMPP,RP11-793A3.2
LMPP,NDUFV2
LMPP,ANKRD12
LMPP,NAPG
LMPP,GNAL
LMPP,PRELID3A
LMPP,SEH1L
LMPP,RNMT
LMPP,GREB1L
LMPP,MIB1
LMPP,TMEM241
LMPP,RIOK3
LMPP,SS18
LMPP,TAF4B
LMPP,KCTD1
LMPP,AQP4-AS1
LMPP,GALNT1
LMPP,MOCOS
LMPP,PSTPIP2
LMPP,KATNAL2
LMPP,RPL17
LMPP,ELAC1
LMPP,MEX3C
LMPP,POLI
LMPP,TCF4-AS1
LMPP,MALT1
LMPP,RELCH
LMPP,KDSR-DT
LMPP,SERPINB8
LMPP,TMX3
LMPP,CCDC102B
LMPP,LINC01541
LMPP,ZNF516
LMPP,LINC00683
LMPP,ZNF236-DT
LMPP,RP11-162A12.4
LMPP,ZNF236
LMPP,MBP
LMPP,ATP9B
LMPP,RP11-196B3.5
LMPP,ADNP2
LMPP,TPGS1
LMPP,BSG-AS1
LMPP,PALM
LMPP,PLPPR3
LMPP,CIRBP
LMPP,RPS15
LMPP,CTB-25B13.12
LMPP,ATP8B3
LMPP,REXO1
LMPP,SCAMP4
LMPP,BTBD2
LMPP,PLEKHJ1
LMPP,OAZ1
LMPP,LSM7
LMPP,TMPRSS9
LMPP,GADD45B
LMPP,ZNF555
LMPP,AC006277.2
LMPP,GNA15
LMPP,GNA15-DT
LMPP,S1PR4
LMPP,NFIC
LMPP,DOHH
LMPP,FZR1
LMPP,TBXA2R
LMPP,CACTIN
LMPP,PIP5K1C
LMPP,DAPK3
LMPP,SIRT6
LMPP,TMIGD2
LMPP,FSD1
LMPP,STAP2
LMPP,HDGFL2
LMPP,SAFB
LMPP,MICOS13
LMPP,HSD11B1L
LMPP,LONP1
LMPP,VMAC
LMPP,CTB-66B24.1
LMPP,CLPP
LMPP,GPR108
LMPP,ARHGEF18-AS1
LMPP,TEX45
LMPP,MCOLN1
LMPP,PCP2
LMPP,SNAPC2
LMPP,ELAVL1
LMPP,CTD-3020H12.4
LMPP,CD320
LMPP,MYO1F
LMPP,ZNF558
LMPP,ZNF266
LMPP,OLFM2
LMPP,ICAM3
LMPP,SMARCA4
LMPP,LDLR
LMPP,SPC24
LMPP,TSPAN16
LMPP,TMEM205
LMPP,CCDC159
LMPP,ELOF1
LMPP,ZNF69
LMPP,ZNF44
LMPP,ZNF563
LMPP,ZNF442
LMPP,ZNF791
LMPP,TRIR
LMPP,RNASEH2A
LMPP,DNASE2
LMPP,NFIX
LMPP,ASF1B
LMPP,CTC-548K16.5
LMPP,PKN1
LMPP,GIPC1
LMPP,ADGRE2
LMPP,ILVBL
LMPP,AKAP8L
LMPP,CTD-2231E14.8
LMPP,HSH2D
LMPP,KLF2-DT
LMPP,CTD-3222D19.5
LMPP,CTC-429P9.1
LMPP,USHBP1
LMPP,ABHD8
LMPP,BISPR
LMPP,TMEM221
LMPP,NIBAN3
LMPP,JAK3
LMPP,RPL18A
LMPP,CCDC124
LMPP,KCNN1
LMPP,IL12RB1
LMPP,PDE4C
LMPP,PGPEP1
LMPP,GDF15
LMPP,ELL
LMPP,UBA52
LMPP,REX1BD
LMPP,CRTC1
LMPP,BORCS8
LMPP,NR2C2AP
LMPP,MAU2
LMPP,LPAR2
LMPP,ZNF14
LMPP,CTC-513N18.6
LMPP,ZNF429
LMPP,RP11-678G14.2
LMPP,RP11-678G14.4
LMPP,ZNF257
LMPP,TSHZ3
LMPP,ZNF507
LMPP,PDCD5
LMPP,ANKRD27
LMPP,FAAP24
LMPP,WDR88
LMPP,COX6B1
LMPP,LIN37
LMPP,ARHGAP33
LMPP,SDHAF1
LMPP,THAP8
LMPP,POLR2I
LMPP,LINC01534
LMPP,ZNF790-AS1
LMPP,ZNF829
LMPP,ZNF585B
LMPP,CTD-3220F14.1
LMPP,ZNF527
LMPP,ZNF569
LMPP,ZNF607
LMPP,SPINT2
LMPP,CATSPERG
LMPP,PSMD8
LMPP,RYR1
LMPP,EIF3K
LMPP,NFKBIB
LMPP,SARS2
LMPP,CTC-218B8.3
LMPP,SAMD4B
LMPP,EID2
LMPP,FBL
LMPP,NUMBL
LMPP,COQ8B
LMPP,C19orf54
LMPP,TGFB1
LMPP,EXOSC5
LMPP,B3GNT8
LMPP,CEACAM21
LMPP,RPS19
LMPP,CD79A
LMPP,ZNF526
LMPP,ERF
LMPP,PAFAH1B3
LMPP,IRGQ
LMPP,ZNF576
LMPP,ZNF45-AS1
LMPP,ZNF284
LMPP,CEACAM16-AS1
LMPP,BCL3
LMPP,APOC1
LMPP,GEMIN7-AS1
LMPP,CKM
LMPP,PPP1R13L
LMPP,POLR1G
LMPP,SNRPD2
LMPP,QPCTL
LMPP,CCDC61
LMPP,FKRP
LMPP,AP2S1
LMPP,ZC3H4
LMPP,NAPA-AS1
LMPP,NAPA
LMPP,BICRA
LMPP,BICRA-AS1
LMPP,ZNF114
LMPP,TMEM143
LMPP,RPL18
LMPP,SPHK2
LMPP,DBP
LMPP,BCAT2
LMPP,TULP2
LMPP,BAX
LMPP,FTL
LMPP,RUVBL2
LMPP,LIN7B
LMPP,RPL13A
LMPP,FCGRT
LMPP,AP2A1
LMPP,FUZ
LMPP,JOSD2
LMPP,CLEC11A
LMPP,CTD-2568A17.8
LMPP,NKG7
LMPP,SIGLEC10
LMPP,SIGLEC6
LMPP,ZNF175
LMPP,SIGLEC14
LMPP,ZNF649
LMPP,ZNF350-AS1
LMPP,ZNF616
LMPP,PPP2R1A
LMPP,CTD-2525I3.6
LMPP,ZNF528-AS1
LMPP,ZNF665
LMPP,ZNF525
LMPP,PRKCG
LMPP,MBOAT7
LMPP,RPS9
LMPP,LILRB2
LMPP,LENG8
LMPP,LILRA2
LMPP,LILRB1
LMPP,NLRP2
LMPP,GP6-AS1
LMPP,EPS8L1
LMPP,TMEM86B
LMPP,HSPBP1
LMPP,KMT5C
LMPP,RPL28
LMPP,ZNF865
LMPP,CCDC106
LMPP,CTD-2537I9.12
LMPP,EDDM13
LMPP,ZSCAN5A-AS1
LMPP,ZNF583
LMPP,ZNF667-AS1
LMPP,ZFP28
LMPP,ZNF71
LMPP,ZNF460-AS1
LMPP,ZNF543
LMPP,ZNF773
LMPP,ZIK1
LMPP,ZNF552
LMPP,ZNF418
LMPP,ZNF256
LMPP,CTD-2368P22.1
LMPP,ZNF135
LMPP,ZNF8-DT
LMPP,A1BG-AS1
LMPP,ZNF497
LMPP,RPS5
LMPP,CTD-2619J13.14
LMPP,MZF1
LMPP,TRIB3
LMPP,RP4-545L17.11
LMPP,NSFL1C
LMPP,SIRPA
LMPP,STK35
LMPP,ZNF343
LMPP,TMC2
LMPP,MRPS26
LMPP,UBOX5-AS1
LMPP,FASTKD5
LMPP,C20orf194
LMPP,C20orf27
LMPP,CDC25B
LMPP,SMOX
LMPP,RASSF2
LMPP,TMEM230
LMPP,MKKS
LMPP,RP11-103J8.1
LMPP,SPTLC3
LMPP,MACROD2-AS1
LMPP,SNRPB2
LMPP,RP4-568F9.6
LMPP,SEC23B
LMPP,SMIM26
LMPP,LINC00653
LMPP,SLC24A3
LMPP,KIZ-AS1
LMPP,CD93
LMPP,CST3
LMPP,GINS1
LMPP,NANP
LMPP,ZNF337-AS1
LMPP,RP13-401N8.1
LMPP,MAPRE1
LMPP,E2F1
LMPP,ZNF341
LMPP,RALY-AS1
LMPP,RALY
LMPP,RP5-1125A11.4
LMPP,ASIP
LMPP,RP4-785G19.5
LMPP,ITCH
LMPP,DYNLRB1
LMPP,NCOA6
LMPP,TP53INP2
LMPP,GSS
LMPP,TRPC4AP
LMPP,PROCR
LMPP,EIF6
LMPP,ROMO1
LMPP,RBM39
LMPP,CNBD2
LMPP,MYL9
LMPP,TGIF2
LMPP,DSN1
LMPP,RPN2
LMPP,SRC
LMPP,RPRD1B
LMPP,RP4-564F22.5
LMPP,ZHX3
LMPP,OSER1
LMPP,OSER1-DT
LMPP,SYS1
LMPP,ACOT8
LMPP,ZSWIM1
LMPP,ELMO2
LMPP,SLC13A3
LMPP,STAU1
LMPP,B4GALT5
LMPP,CEBPB
LMPP,PTPN1
LMPP,ADNP
LMPP,DPM1
LMPP,NFATC2
LMPP,SALL4
LMPP,AURKA
LMPP,RTF2
LMPP,GCNT7
LMPP,RAB22A
LMPP,NELFCD
LMPP,CDH4
LMPP,SS18L1
LMPP,OSBPL2
LMPP,RPS21
LMPP,MIR1-1HG-AS1
LMPP,SLCO4A1
LMPP,MRGBP
LMPP,RP4-563E14.1
LMPP,YTHDF1
LMPP,PPDPF
LMPP,LIME1
LMPP,SLC2A4RG
LMPP,RP4-583P15.10
LMPP,RP4-591C20.9
LMPP,bP-21264C1.2
LMPP,NRIP1
LMPP,AJ006998.2
LMPP,C21orf91-OT1
LMPP,LINC02573
LMPP,AP000705.7
LMPP,ATP5PF
LMPP,RWDD2B
LMPP,CCT8
LMPP,RP1-100J12.2
LMPP,MAP3K7CL
LMPP,GRIK1
LMPP,SOD1
LMPP,AP000254.8
LMPP,SCAF4
LMPP,URB1-AS1
LMPP,EVA1C
LMPP,PAXBP1
LMPP,C21orf62-AS1
LMPP,OLIG1
LMPP,ITSN1
LMPP,MRPS6
LMPP,RCAN1
LMPP,MORC3
LMPP,AP000704.5
LMPP,TTC3
LMPP,AF064858.6
LMPP,BRWD1
LMPP,PDE9A
LMPP,CSTB
LMPP,TRAPPC10
LMPP,PFKL
LMPP,UBE2G2
LMPP,ITGB2-AS1
LMPP,AP001505.10
LMPP,MCM3AP-AS1
LMPP,AP001469.9
LMPP,DIP2A-IT1
LMPP,S100B
LMPP,IL17RA
LMPP,USP18
LMPP,CLTCL1
LMPP,HIRA
LMPP,COMT
LMPP,SERPIND1
LMPP,AIFM3
LMPP,HIC2
LMPP,YDJC
LMPP,KB-1440D3.13
LMPP,MAPK1
LMPP,TOP3B
LMPP,LL22NC03-2H8.5
LMPP,CHCHD10
LMPP,DDT
LMPP,UPB1
LMPP,LRRC75B
LMPP,GRK3
LMPP,MYO18B
LMPP,NF2
LMPP,UQCR10
LMPP,MTMR3
LMPP,RP3-394A18.1
LMPP,TBC1D10A
LMPP,TCN2
LMPP,SLC35E4
LMPP,MORC2-AS1
LMPP,TUG1
LMPP,PIK3IP1-DT
LMPP,LINC01521
LMPP,RTCB
LMPP,LARGE-AS1
LMPP,APOL4
LMPP,TXN2
LMPP,IFT27
LMPP,NCF4-AS1
LMPP,KCTD17
LMPP,LGALS1
LMPP,NOL12
LMPP,GCAT
LMPP,RP5-1014D13.2
LMPP,DMC1
LMPP,DNAL4
LMPP,APOBEC3D
LMPP,APOBEC3H
LMPP,RPL3
LMPP,SYNGR1
LMPP,TAB1
LMPP,MIEF1
LMPP,TNRC6B
LMPP,ST13
LMPP,EP300
LMPP,L3MBTL2-AS1
LMPP,PHF5A
LMPP,PHETA2
LMPP,SMDT1
LMPP,NFAM1
LMPP,CTA-126B4.7
LMPP,ARFGAP3
LMPP,PACSIN2
LMPP,PARVG
LMPP,RTL6
LMPP,CTA-941F9.10
LMPP,MIRLET7BHG
LMPP,CELSR1
LMPP,GRAMD4
LMPP,CERK
LMPP,TBC1D22A
LMPP,RP11-191L9.4
LMPP,BRD1
LMPP,RP3-522J7.7
LMPP,CRELD2
LMPP,MAPK11
LMPP,LMF2
LMPP,CHKB-DT
LMPP,SHANK3
LMPP,PPP2R3B
LMPP,CRLF2
LMPP,SLC25A6
LMPP,FAM9B
LMPP,MID1
LMPP,TMSB4X
LMPP,TCEANC
LMPP,GEMIN8
LMPP,MOSPD2
LMPP,PHKA2
LMPP,RP11-421K1.1
LMPP,ZFX
LMPP,CFAP47
LMPP,MID1IP1
LMPP,RP6-99M1.3
LMPP,ZNF674-AS1
LMPP,CHST7
LMPP,NDUFB11
LMPP,ZNF41
LMPP,SUV39H1
LMPP,AF196970.3
LMPP,HDAC6
LMPP,TIMM17B
LMPP,PIM2
LMPP,OTUD5
LMPP,TFE3
LMPP,PRAF2
LMPP,PRICKLE3
LMPP,PPP1R3F
LMPP,FAM156A
LMPP,TSPYL2
LMPP,KANTR
LMPP,KDM5C-IT1
LMPP,IQSEC2
LMPP,HUWE1
LMPP,TSR2
LMPP,TRO
LMPP,MTRNR2L10
LMPP,MAGEH1
LMPP,KLF8
LMPP,SPIN3
LMPP,SPIN4
LMPP,AMER1
LMPP,MTMR8
LMPP,MIR223HG
LMPP,EDA2R
LMPP,STARD8
LMPP,PJA1
LMPP,IGBP1
LMPP,KIF4A
LMPP,SNX12
LMPP,NLGN3
LMPP,ZMYM3
LMPP,OGT
LMPP,TSIX
LMPP,XIST
LMPP,RLIM
LMPP,UPRT
LMPP,ZDHHC15
LMPP,ATRX
LMPP,MAGT1
LMPP,TAF9B
LMPP,HMGN5
LMPP,SYTL4
LMPP,CSTF2
LMPP,CENPI
LMPP,BTK
LMPP,RPL36A
LMPP,ARMCX4
LMPP,ARMCX5-GPRASP2
LMPP,BEX1
LMPP,NXF3
LMPP,TCEAL8
LMPP,TCEAL9
LMPP,MORF4L2
LMPP,RNF128
LMPP,ATG4A
LMPP,ALG13-AS1
LMPP,AMOT
LMPP,XACT
LMPP,KLHL13
LMPP,LONRF3
LMPP,PGRMC1
LMPP,SLC25A5
LMPP,UPF3B
LMPP,NDUFA1
LMPP,C1GALT1C1
LMPP,RP1-30E17.2
LMPP,SASH3
LMPP,RP4-753P9.3
LMPP,GPC3
LMPP,RTL8A
LMPP,CT45A5
LMPP,SLC9A6
LMPP,ATP11C
LMPP,EOLA1
LMPP,MTMR1
LMPP,HAUS7
LMPP,CCNQ
LMPP,ARHGAP4
LMPP,RENBP
LMPP,FLNA
LMPP,RPL10
LMPP,CH17-340M24.3
LMPP,LAGE3
LMPP,RAB39B
LMPP,CLIC2
LMPP,TMLHE-AS1
LMPP,SPRY3
LMPP,LINC00266-4P
LMPP,ENSG00000276256
LMPP,ENSG00000271254
GMP,MIB2
GMP,EMC1-AS1
GMP,ELOA-AS1
GMP,RCAN3
GMP,CEP85
GMP,SYTL1
GMP,TRNAU1AP
GMP,TMEM35B
GMP,SNIP1
GMP,SF3A3
GMP,ST3GAL3-AS1
GMP,NSUN4
GMP,STIL
GMP,YIPF1
GMP,ACOT11
GMP,ALG6
GMP,EFCAB7
GMP,ACADM
GMP,IFI44
GMP,SELENOF
GMP,GCLM
GMP,SASS6
GMP,DBT
GMP,TENT5C
GMP,NBPF26
GMP,SRGAP2C
GMP,GPR89B
GMP,H2AC20
GMP,CH17-67K23.2
GMP,PRPF3
GMP,ADAMTSL4
GMP,SLC39A1
GMP,CREB3L4
GMP,RPS27
GMP,RIT1
GMP,UBQLN4
GMP,SMG5
GMP,DCAF8
GMP,PRDX6-AS1
GMP,GAS5
GMP,RASAL2
GMP,DHX9
GMP,KIF14
GMP,IPO9
GMP,RNPEP
GMP,TMEM183A
GMP,MIA3
GMP,DNAH14
GMP,TOMM20
GMP,OPN3
GMP,SMYD3
GMP,CNST
GMP,ZNF692
GMP,LAPTM4A
GMP,DNAJC27
GMP,MRPL33
GMP,TRMT61B
GMP,YIPF4
GMP,AL133243.2
GMP,TTC27
GMP,HEATR5B
GMP,CEBPZOS
GMP,LRPPRC
GMP,PREPL
GMP,CAMKMT
GMP,MSH6
GMP,PPP4R3B
GMP,ANXA4
GMP,TEX261
GMP,SFXN5
GMP,GGCX
GMP,IMMT
GMP,SNRNP200
GMP,CNNM3
GMP,ACTR1B
GMP,UNC50
GMP,RNF149
GMP,ACTR3
GMP,TNFAIP6
GMP,METTL8
GMP,LNPK
GMP,AGPS
GMP,PMS1
GMP,SPATS2L
GMP,METTL21A
GMP,BARD1
GMP,ANKZF1
GMP,THUMPD3
GMP,FANCD2
GMP,VHL
GMP,NUP210
GMP,FGD5-AS1
GMP,MYD88
GMP,HIGD1A
GMP,ZNF589
GMP,QARS1
GMP,RYBP
GMP,CEP97
GMP,CIP2A
GMP,ATG3
GMP,NEPRO
GMP,ZBTB20
GMP,LRRC58
GMP,POLQ
GMP,OSBPL11
GMP,COPB2
GMP,PLSCR1
GMP,DHX36
GMP,RSRC1
GMP,ACTL6A
GMP,EIF2B5
GMP,DNAJB11
GMP,NRROS
GMP,SLBP
GMP,NELFA
GMP,PROM1
GMP,KLF3
GMP,RPL9
GMP,PPAT
GMP,POLR2B
GMP,CCNG2
GMP,THAP9-AS1
GMP,NUDT9
GMP,PKD2
GMP,GAR1
GMP,LARP1B
GMP,NR3C2
GMP,GATB
GMP,RP11-130F10.1
GMP,DCTD
GMP,CASP3
GMP,CENPU
GMP,DROSHA
GMP,PDZD2
GMP,CTD-2201E18.7
GMP,DEPDC1B
GMP,CENPK
GMP,GTF2H2
GMP,ZBED3
GMP,WDR41
GMP,SCAMP1-AS1
GMP,ZCCHC9
GMP,RASA1
GMP,ARRDC3
GMP,SLF1
GMP,LNPEP
GMP,YTHDC2
GMP,FEM1C
GMP,ATG12
GMP,PHAX
GMP,RAD50
GMP,SKP1
GMP,HARS1
GMP,PCDHGA6
GMP,NDFIP1
GMP,DPYSL3
GMP,TCOF1
GMP,NUDCD2
GMP,SPDL1
GMP,RANBP17
GMP,NPM1
GMP,LMAN2
GMP,DDX41
GMP,CANX
GMP,CDKAL1
GMP,GMNN
GMP,TRIM26
GMP,MDC1
GMP,VARS2
GMP,TCF19
GMP,LY6G5B
GMP,EHMT2
GMP,PPT2
GMP,EGFL8
GMP,AGPAT1
GMP,RXRB
GMP,CMTR1
GMP,TAF8
GMP,POLR1C
GMP,CGAS
GMP,ORC3
GMP,SRSF12
GMP,PDSS2
GMP,CEP57L1
GMP,MICAL1
GMP,FYN
GMP,ZUP1
GMP,AKAP7
GMP,HBS1L
GMP,ABRACL
GMP,SHPRH
GMP,UST
GMP,LATS1
GMP,TIAM2
GMP,TFB1M
GMP,ZDHHC14
GMP,INTS1
GMP,IQCE
GMP,RAC1
GMP,AC011288.2
GMP,IGF2BP3
GMP,HOXA5
GMP,JAZF1
GMP,TBRG4
GMP,ZNF273
GMP,RSBN1L
GMP,TMEM60
GMP,PHTF2
GMP,HGF
GMP,SAMD9
GMP,BAIAP2L1
GMP,MCM7
GMP,LRCH4
GMP,PUS7
GMP,RINT1
GMP,HBP1
GMP,BMT2
GMP,TNPO3
GMP,AGK
GMP,ZYX
GMP,FDFT1
GMP,REEP4
GMP,TNFRSF10D
GMP,ENTPD4
GMP,KCTD9
GMP,PPP2R2A
GMP,DCTN6-DT
GMP,GTF2E2
GMP,ASH2L
GMP,MCM4
GMP,GGH
GMP,RPL7
GMP,STAU2
GMP,LRRCC1
GMP,RBM12B
GMP,NDUFAF6
GMP,ZNF706
GMP,SQLE
GMP,PCAT1
GMP,NDRG1
GMP,TONSL
GMP,CYHR1
GMP,PTPRD
GMP,HAUS6
GMP,MTAP
GMP,ZFAND5
GMP,GKAP1
GMP,RP11-307E17.8
GMP,XPA
GMP,FSD1L
GMP,TMEM245
GMP,CDK5RAP2
GMP,TOR2A
GMP,DYNC2I2
GMP,SH3GLB2
GMP,RP11-544A12.8
GMP,REXO4
GMP,PMPCA
GMP,NELFB
GMP,IDI1
GMP,OPTN
GMP,NMT2
GMP,NSUN6
GMP,SPAG6
GMP,ACBD5
GMP,ZNF487
GMP,ARHGAP22
GMP,PARG
GMP,ZWINT
GMP,VSIR
GMP,MRPS16
GMP,DLG5
GMP,MARCHF5
GMP,SORBS1
GMP,FRAT2
GMP,EXOSC1
GMP,BORCS7
GMP,MXI1
GMP,ABLIM1
GMP,TRUB1
GMP,C10orf88
GMP,ZRANB1
GMP,EDRF1
GMP,SIGIRR
GMP,RASSF7
GMP,SBF2
GMP,SAAL1
GMP,CCDC73
GMP,API5
GMP,PSMC3
GMP,NUP160
GMP,SSRP1
GMP,TIMM10
GMP,SERPING1
GMP,TMX2
GMP,MRPL16
GMP,DDB1
GMP,FEN1
GMP,GANAB
GMP,MACROD1
GMP,CDCA5
GMP,ZFPL1
GMP,EHBP1L1
GMP,KAT5
GMP,AP5B1
GMP,CCDC85B
GMP,MRPL11
GMP,CPT1A
GMP,CLPB
GMP,PPME1
GMP,RP11-452H21.1
GMP,CREBZF
GMP,TMEM135
GMP,RAB38
GMP,CEP295
GMP,ACAT1
GMP,RBM7
GMP,BUD13
GMP,SIDT2
GMP,PCSK7
GMP,BACE1
GMP,CBL
GMP,TIRAP
GMP,ARHGAP32
GMP,RAD52
GMP,RAD51AP1
GMP,ATN1
GMP,NECAP1
GMP,STRAP
GMP,GOLT1B
GMP,INTS13
GMP,CPNE8
GMP,HDAC7
GMP,NR4A1
GMP,SP1
GMP,TARBP2
GMP,CDK2
GMP,CS
GMP,NACA
GMP,PRIM1
GMP,R3HDM2
GMP,ARHGAP9
GMP,DYRK2
GMP,YEATS4
GMP,CEP290
GMP,DUSP6
GMP,ISCU
GMP,UNG
GMP,BRAP
GMP,TESC
GMP,PXN
GMP,MLEC
GMP,ACADS
GMP,CAMKK2
GMP,RNF34
GMP,PSPC1
GMP,CENPJ
GMP,N4BP2L1
GMP,MTRF1
GMP,TRIM13
GMP,COMMD6
GMP,CLN5
GMP,ERCC5
GMP,IRS2
GMP,RAB20
GMP,TUBGCP3
GMP,OSGEP
GMP,PRMT5
GMP,IPO4
GMP,LTB4R
GMP,NUBPL
GMP,PRORP
GMP,L2HGDH
GMP,FUT8
GMP,ISCA2
GMP,AREL1
GMP,ERG28
GMP,DGLUCY
GMP,GON7
GMP,UBR7
GMP,CDC42BPB
GMP,BAG5
GMP,TEDC1
GMP,LINC02694
GMP,NUSAP1
GMP,RTF1
GMP,ZNF106
GMP,EIF3J
GMP,CEP152
GMP,EID1
GMP,MNS1
GMP,TLN2
GMP,CLPX
GMP,BBS4
GMP,ARID3B
GMP,CSK
GMP,PEAK1
GMP,WDR61
GMP,NGRN
GMP,RCCD1
GMP,CAPN15
GMP,WDR24
GMP,UNKL
GMP,TELO2
GMP,NPW
GMP,MLST8
GMP,FLYWCH1
GMP,NLRC3
GMP,CORO7
GMP,RBFOX1
GMP,RSL1D1-DT
GMP,SNX29
GMP,RRN3
GMP,CLN3
GMP,SPN
GMP,KIF22
GMP,PRR14
GMP,CCDC189
GMP,RPGRIP1L
GMP,NLRC5
GMP,CNOT1
GMP,THAP11
GMP,TANGO6
GMP,NIP7
