Subset,Detail
LMPP_MPP,LPCAT4
LMPP_MPP,MAP2K1
LMPP_MPP,SMAD3
LMPP_MPP,IREB2
LMPP_MPP,WHAMM
LMPP_MPP,ZSCAN2
LMPP_MPP,ZNF592
LMPP_MPP,MRPS11
LMPP_MPP,HDDC3
LMPP_MPP,SLCO3A1
LMPP_MPP,LINS1
LMPP_MPP,RAB11FIP3
LMPP_MPP,CCDC154
LMPP_MPP,NTHL1
LMPP_MPP,ZSCAN32
LMPP_MPP,TFAP4
LMPP_MPP,UBN1
LMPP_MPP,TXNDC11
LMPP_MPP,NDUFAB1
LMPP_MPP,KDM8
LMPP_MPP,ITGAL
LMPP_MPP,E2F4
LMPP_MPP,TMEM208
LMPP_MPP,ZFP90
LMPP_MPP,TMEM170A
LMPP_MPP,CDYL2
LMPP_MPP,ZNF232
LMPP_MPP,CNTROB
LMPP_MPP,ELAC2
LMPP_MPP,TRPV2
LMPP_MPP,EPN2
LMPP_MPP,RNF135
LMPP_MPP,COASY
LMPP_MPP,COA3
LMPP_MPP,VAT1
LMPP_MPP,MMD
LMPP_MPP,RP11-159D12.2
LMPP_MPP,TSPOAP1
LMPP_MPP,TANC2
LMPP_MPP,DDX42
LMPP_MPP,CD79B
LMPP_MPP,ARMC7
LMPP_MPP,NDUFAF8
LMPP_MPP,WDR45B
LMPP_MPP,METRNL
LMPP_MPP,IMPA2
LMPP_MPP,ATP5F1A
LMPP_MPP,IER3IP1
LMPP_MPP,DOK6
LMPP_MPP,CNDP2
LMPP_MPP,CTDP1
LMPP_MPP,AZU1
LMPP_MPP,FAM174C
LMPP_MPP,CSNK1G2
LMPP_MPP,MOB3A
LMPP_MPP,DOT1L
LMPP_MPP,SLC39A3
LMPP_MPP,ZNF77
LMPP_MPP,RPL36
LMPP_MPP,VAV1
LMPP_MPP,INSR
LMPP_MPP,ZNF625
LMPP_MPP,ZNF799
LMPP_MPP,CALR
LMPP_MPP,SLC35E1
LMPP_MPP,FXYD5
LMPP_MPP,ZNF573
LMPP_MPP,ATF5
LMPP_MPP,CTD-2224J9.11
LMPP_MPP,ZNF331
LMPP_MPP,MYADM
LMPP_MPP,ZNF749
LMPP_MPP,SNRPB
LMPP_MPP,SLX4IP
LMPP_MPP,MGME1
LMPP_MPP,POFUT1
LMPP_MPP,PIGU
LMPP_MPP,NDRG3
LMPP_MPP,CTSA
LMPP_MPP,ATP9A
LMPP_MPP,HELZ2
LMPP_MPP,CH507-528H12.1
LMPP_MPP,URB1
LMPP_MPP,VPS26C
LMPP_MPP,ETS2
LMPP_MPP,PDXK
LMPP_MPP,ICOSLG
LMPP_MPP,MRPL40
LMPP_MPP,LZTR1
LMPP_MPP,TTC28-AS1
LMPP_MPP,EMID1
LMPP_MPP,RHBDD3
LMPP_MPP,MTFP1
LMPP_MPP,RBFOX2
LMPP_MPP,PDXP
LMPP_MPP,SNU13
LMPP_MPP,SREBF2
LMPP_MPP,YIPF6
LMPP_MPP,PDZD11
LMPP_MPP,HCFC1
GMP_MPP,SH3BGRL3
GMP_MPP,WASF2
GMP_MPP,RCC1
GMP_MPP,PRKACB
GMP_MPP,ZNHIT6
GMP_MPP,MOV10
GMP_MPP,GABPB2
GMP_MPP,NAXE
GMP_MPP,COQ8A
GMP_MPP,CPSF3
GMP_MPP,LPIN1
GMP_MPP,AC016735.1
GMP_MPP,DYNC2LI1
GMP_MPP,RPL31
GMP_MPP,PSD4
GMP_MPP,CLASP1-AS1
GMP_MPP,TTLL4
GMP_MPP,SH3BP4
GMP_MPP,AC026202.3
GMP_MPP,RPL32
GMP_MPP,RP11-38B6.1
GMP_MPP,SLC4A7
GMP_MPP,CSRNP1
GMP_MPP,MRPS22
GMP_MPP,HLTF
GMP_MPP,WDR49
GMP_MPP,EIF4A2
GMP_MPP,RPL35A
GMP_MPP,GSTCD
GMP_MPP,RPS3A
GMP_MPP,RPL37
GMP_MPP,OXCT1
GMP_MPP,NNT
GMP_MPP,NREP
GMP_MPP,TNFAIP8
GMP_MPP,HSD17B4
GMP_MPP,MIR3936HG
GMP_MPP,DOK3
GMP_MPP,TRIM41
GMP_MPP,SYNGAP1
GMP_MPP,ZNF138
GMP_MPP,POLR2J
GMP_MPP,TOX
GMP_MPP,NUDCD1
GMP_MPP,FAM120A
GMP_MPP,NR6A1
GMP_MPP,KYAT1
GMP_MPP,SURF2
GMP_MPP,PFKFB3
GMP_MPP,PRKCQ
GMP_MPP,ARL5B
GMP_MPP,RPS24
GMP_MPP,IDE
GMP_MPP,HELLS
GMP_MPP,SLF2
GMP_MPP,CD151
GMP_MPP,NDUFV1
GMP_MPP,RP11-802E16.3
GMP_MPP,POLD3
GMP_MPP,ZBTB16
GMP_MPP,RNF214
GMP_MPP,OAF
GMP_MPP,CHEK1
GMP_MPP,DCPS
GMP_MPP,NCAPD3
GMP_MPP,ADIPOR2
GMP_MPP,SLC38A1
GMP_MPP,GIHCG
GMP_MPP,CAND1
GMP_MPP,TPCN1
GMP_MPP,ANAPC5
GMP_MPP,PUS1
GMP_MPP,HSPH1
GMP_MPP,CIDEB
GMP_MPP,FANCM
GMP_MPP,FOXN3
GMP_MPP,YY1
GMP_MPP,GOLGA8Q
GMP_MPP,B2M
GMP_MPP,MTHFS
GMP_MPP,IFT140
GMP_MPP,NUBP2
GMP_MPP,NKD1
GMP_MPP,GOT2
GMP_MPP,TVP23C
GMP_MPP,BRCA1
GMP_MPP,SKA2
GMP_MPP,SNHG25
GMP_MPP,CACNG4
GMP_MPP,RPL38
GMP_MPP,DUS1L
GMP_MPP,L3MBTL4
GMP_MPP,LINC00907
GMP_MPP,MATK
GMP_MPP,RPS28
GMP_MPP,ICAM1
GMP_MPP,ZNF714
GMP_MPP,TOMM40
GMP_MPP,APOC2
GMP_MPP,PRR12
GMP_MPP,TPX2
GMP_MPP,SLC5A3
GMP_MPP,GNL3L
GMP_MPP,DIAPH2-AS1
GMP_MPP,UTP14A
GMP_MPP,FIRRE
MPP,ATAD3B
MPP,MAD2L2
MPP,KIAA2013
MPP,USP48
MPP,PNRC2
MPP,HMGN2
MPP,SNRNP40
MPP,INPP5B
MPP,DMAP1
MPP,ERI3
MPP,EPS15
MPP,CACHD1
MPP,PIGK
MPP,AK5
MPP,SPATA1
MPP,DRAM2
MPP,SLC16A1-AS1
MPP,POLR3C
MPP,TXNIP
MPP,SETDB1
MPP,CERS2
MPP,ILF2
MPP,RRNAD1
MPP,RGS18
MPP,ELK4
MPP,RHEX
MPP,DYRK3
MPP,SLC30A1
MPP,INTS7
MPP,TATDN3
MPP,KCTD3
MPP,RAB3GAP2
MPP,COG2
MPP,ZNF670
MPP,LDAH
MPP,HADHA
MPP,MPV17
MPP,EIF2AK2
MPP,AC079807.4
MPP,PCBP1
MPP,MOB1A
MPP,HK2
MPP,CHMP3
MPP,DPP10
MPP,POLR2D
MPP,ARHGAP15
MPP,ARL6IP6
MPP,KLHL23
MPP,ORMDL1
MPP,NAB1
MPP,CASP10
MPP,ALS2
MPP,PNKD
MPP,CNPPD1
MPP,RHBDD1
MPP,AC010149.4
MPP,TIGD1
MPP,STK25
MPP,BHLHE40-AS1
MPP,SATB1
MPP,EXOG
MPP,ENTPD3-AS1
MPP,ZNF620
MPP,ABHD5
MPP,ZNF35
MPP,P4HTM
MPP,AMT
MPP,APEH
MPP,PSMD6-AS2
MPP,USF3
MPP,POGLUT1
MPP,SLC15A2
MPP,RPN1
MPP,ARMC8
MPP,MED12L
MPP,MBNL1
MPP,IQCJ-SCHIP1
MPP,RFC4
MPP,RNF168
MPP,NCBP2
MPP,GRK4
MPP,LAP3
MPP,SEL1L3
MPP,PGM2
MPP,GUF1
MPP,NFXL1
MPP,TEC
MPP,REST
MPP,UBA6-AS1
MPP,UTP3
MPP,CXCL2
MPP,MTHFD2L
MPP,SDAD1
MPP,RP11-397E7.5
MPP,SMARCAD1
MPP,HPGDS
MPP,PAPSS1
MPP,CASP6
MPP,SPATA5
MPP,PLK4
MPP,ABHD18
MPP,ARFIP1
MPP,ETFDH
MPP,TMEM192
MPP,CDH12
MPP,C5orf22
MPP,NIPBL-DT
MPP,PRKAA1
MPP,RP11-506H20.1
MPP,SETD9
MPP,CWC27
MPP,TRAPPC13
MPP,HMGCR
MPP,IQGAP2
MPP,AGGF1
MPP,POU5F2
MPP,PPIP5K2
MPP,CTD-2587M2.1
MPP,RAPGEF6
MPP,SLC22A4
MPP,SNHG4
MPP,CTC-806A22.1
MPP,GRPEL2
MPP,LINC01470
MPP,SAP30L
MPP,RNF145
MPP,PANK3
MPP,RNF44
MPP,DUSP22
MPP,SLC35B3
MPP,FAM8A1
MPP,ZSCAN9
MPP,NELFE
MPP,HLA-DMA
MPP,BAK1
MPP,MRPL14
MPP,MMUT
MPP,OGFRL1
MPP,KCNQ5
MPP,SLC35A1
MPP,ANKRD6
MPP,FBXL4
MPP,CCNC
MPP,GRIK2
MPP,DSE
MPP,KPNA5
MPP,TARID
MPP,NUP43
MPP,FSCN1
MPP,DNAH11
MPP,CDCA7L
MPP,SNX10
MPP,HOXA7
MPP,MINDY4
MPP,KBTBD2
MPP,EEPD1
MPP,COA1
MPP,CCDC146
MPP,CDK6
MPP,CDK6-AS1
MPP,PON2
MPP,LAMTOR4
MPP,CYREN
MPP,UBE3C
MPP,PSD3
MPP,INTS10
MPP,POLR3D
MPP,LEPROTL1
MPP,RNF122
MPP,SMIM19
MPP,LYPLA1
MPP,OTUD6B-AS1
MPP,MAILR
MPP,DCAF13
MPP,EXT1
MPP,SNTB1
MPP,RP11-369K17.1
MPP,TOP1MT
MPP,CDC37L1
MPP,AK3
MPP,PSIP1
MPP,ADAMTSL1
MPP,MOB3B
MPP,IL11RA
MPP,FAM214B
MPP,KLF4
MPP,CTNNAL1
MPP,WDR31
MPP,MEGF9
MPP,TRAF1
MPP,RBM18
MPP,SLC27A4
MPP,ZER1
MPP,USP20
MPP,EXOSC2
MPP,FAM78A
MPP,AGPAT2
MPP,MAMDC4
MPP,NOXA1
MPP,CELF2
MPP,ZNF37A
MPP,ZNF33B
MPP,CSGALNACT2
MPP,WDFY4
MPP,SGMS1-AS1
MPP,LINC01515
MPP,DDX50
MPP,MACROH2A2
MPP,PTEN
MPP,RPP30
MPP,ZNF518A
MPP,PIK3AP1
MPP,MMS19
MPP,PYROXD2
MPP,BLOC1S2
MPP,PPRC1
MPP,ADD3
MPP,NSMCE4A
MPP,FAM53B
MPP,DHX32
MPP,ZNF195
MPP,EIF3F
MPP,TRIM66
MPP,IPO7
MPP,WEE1
MPP,CTR9
MPP,ZBED5
MPP,PRMT3
MPP,NELL1
MPP,COMMD9
MPP,ACCS
MPP,PHF21A
MPP,SLC39A13
MPP,STX3
MPP,FADS1
MPP,CSKMT
MPP,FRMD8
MPP,TBC1D10C
MPP,TCIRG1
MPP,GVQW3
MPP,RSF1
MPP,EED
MPP,MED17
MPP,CNTN5
MPP,TBRG1
MPP,SNX19
MPP,RHNO1
MPP,LPCAT3
MPP,PRH1
MPP,CDKN1B
MPP,ATF7IP
MPP,EPS8
MPP,RP11-268P4.5
MPP,RP11-352M15.2
MPP,DDX23
MPP,GALNT6
MPP,AAAS
MPP,NCKAP1L
MPP,PYM1
MPP,METTL1
MPP,PPM1H
MPP,MDM1
MPP,MRPL42
MPP,ANKS1B
MPP,ALKBH2
MPP,MMAB
MPP,ANAPC7
MPP,FAM216A
MPP,PRKAB1
MPP,GATC
MPP,KNTC1
MPP,SNRNP35
MPP,TMED2
MPP,EIF2B1
MPP,RFC3
MPP,CCDC169
MPP,GAS6-AS1
MPP,TTC5
MPP,HAUS4
MPP,C14orf93
MPP,TINF2
MPP,GPR137C
MPP,RAD51B
MPP,SYNJ2BP
MPP,RP3-414A15.2
MPP,NPC2
MPP,SPTLC2
MPP,LINC02328
MPP,ITPK1
MPP,CYFIP1
MPP,NSMCE3
MPP,GOLGA8N
MPP,RPAP1
MPP,SORD
MPP,DUT
MPP,DMXL2
MPP,FAM214A
MPP,RSL24D1
MPP,DPP8
MPP,C15orf39
MPP,COMMD4
MPP,SNUPN
MPP,TMED3
MPP,MRPL46
MPP,ASB7
MPP,SELENOS
MPP,ANKS3
MPP,GSPT1
MPP,MRTFB
MPP,CEP20
MPP,EEF2K
MPP,MVP
MPP,INO80E
MPP,ZNF688
MPP,ZNF267
MPP,RBL2
MPP,FTO
MPP,CIAPIN1
MPP,USB1
MPP,COG8
MPP,DDX19B
MPP,WDR59
MPP,TERF2IP
MPP,ATMIN
MPP,C16orf46
MPP,MEAK7
MPP,RP1-168P16.4
MPP,ZNF594-DT
MPP,SCO1
MPP,GRAPL
MPP,SDF2
MPP,PHF12
MPP,ABHD15-AS1
MPP,PSMD11
MPP,MSL1
MPP,SMARCE1
MPP,GHDC
MPP,BECN1
MPP,NBR2
MPP,UBTF
MPP,NMT1
MPP,RP11-798G7.6
MPP,NFE2L1
MPP,MSI2
MPP,PRR11
MPP,DCAF7
MPP,SMARCD2
MPP,FAM104A
MPP,FBF1
MPP,CDK3
MPP,RP11-703M24.5
MPP,PTPRM
MPP,MPPE1
MPP,MAPRE2
MPP,C18orf21
MPP,SLC39A6
MPP,CXXC1
MPP,ME2
MPP,ZBTB7A
MPP,CATSPERD
MPP,ADGRE1
MPP,QTRT1
MPP,TMED1
MPP,FKBP8
MPP,DDX49
MPP,SUGP2
MPP,TMEM161A
MPP,SUGP1
MPP,ZNF492
MPP,PROSER3
MPP,ZNF566
MPP,ZNF567
MPP,ZNF875
MPP,HNRNPL
MPP,CALM3
MPP,TMEM160
MPP,MED25
MPP,ZNF766
MPP,ZNF528
MPP,ZNF813
MPP,ZNF671
MPP,ZNF8
MPP,PCED1A
MPP,MACROD2
MPP,POLR3F
MPP,PLAGL2
MPP,PXMP4
MPP,UQCC1
MPP,NORAD
MPP,SNHG17
MPP,PLTP
MPP,FAM217B
MPP,ERG
MPP,PCBP3
MPP,TRMT2A
MPP,CRKL
MPP,SF3A1
MPP,RP3-508I15.21
MPP,NCAPH2
MPP,GTPBP6
MPP,RP13-297E16.4
MPP,ARSD
MPP,TBL1X
MPP,FRMPD4
MPP,PIGA
MPP,RBBP7
MPP,SCML2
MPP,SH3KBP1
MPP,EIF2S3
MPP,CASK
MPP,EFHC2
MPP,KRBOX4
MPP,CDK16
MPP,WDR45
MPP,FAM120C
MPP,NHSL2
MPP,JPX
MPP,CYSLTR1
MPP,LINC00630
MPP,FAM199X
MPP,ACSL4
MPP,SH2D1A
MPP,IRAK1
MPP,UBL4A
MPP,GAB3
MPP,FUNDC2
GMP_LMPP,TNFRSF25
GMP_LMPP,SRM
GMP_LMPP,FBXO6
GMP_LMPP,MICOS10
GMP_LMPP,RPL11
GMP_LMPP,NIPAL3
GMP_LMPP,CLIC4
GMP_LMPP,MECR
GMP_LMPP,LAPTM5
GMP_LMPP,CCDC28B
GMP_LMPP,AK2
GMP_LMPP,CLSPN
GMP_LMPP,COL9A2
GMP_LMPP,HIVEP3
GMP_LMPP,FOXJ3
GMP_LMPP,HSPB11
GMP_LMPP,FGGY
GMP_LMPP,DOCK7
GMP_LMPP,NEGR1
GMP_LMPP,MRPS21
GMP_LMPP,MRPL9
GMP_LMPP,CKS1B
GMP_LMPP,ADAM15
GMP_LMPP,FCER1G
GMP_LMPP,NUF2
GMP_LMPP,RALGPS2
GMP_LMPP,XPR1
GMP_LMPP,RGS2
GMP_LMPP,KDM5B
GMP_LMPP,RCOR3
GMP_LMPP,CENPF
GMP_LMPP,BPNT1
GMP_LMPP,WDR26
GMP_LMPP,LBR
GMP_LMPP,TMEM63A
GMP_LMPP,SDE2
GMP_LMPP,H3-3A
GMP_LMPP,EXO1
GMP_LMPP,RRM2
GMP_LMPP,PPM1G
GMP_LMPP,FOSL2
GMP_LMPP,RHOQ
GMP_LMPP,SPTBN1
GMP_LMPP,AC009501.4
GMP_LMPP,MDH1
GMP_LMPP,PLEK
GMP_LMPP,PCYOX1
GMP_LMPP,USP39
GMP_LMPP,MRPS5
GMP_LMPP,REV1
GMP_LMPP,AFF3
GMP_LMPP,CHST10
GMP_LMPP,TMEM87B
GMP_LMPP,ZC3H6
GMP_LMPP,POLR1B
GMP_LMPP,DDX18
GMP_LMPP,BIN1
GMP_LMPP,FASTKD1
GMP_LMPP,CCDC173
GMP_LMPP,METAP1D
GMP_LMPP,WIPF1
GMP_LMPP,MYO1B
GMP_LMPP,NABP1
GMP_LMPP,RP11-347P5.1
GMP_LMPP,CCDC150
GMP_LMPP,EEF1B2
GMP_LMPP,AC007879.5
GMP_LMPP,USP37
GMP_LMPP,NHEJ1
GMP_LMPP,ACSL3
GMP_LMPP,SP140
GMP_LMPP,SP100
GMP_LMPP,NCL
GMP_LMPP,SNED1
GMP_LMPP,RBMS3
GMP_LMPP,PDCD6IP
GMP_LMPP,ELP6
GMP_LMPP,SMARCC1
GMP_LMPP,ARF4
GMP_LMPP,MTRNR2L12
GMP_LMPP,TFG
GMP_LMPP,CBLB
GMP_LMPP,SLC9C1
GMP_LMPP,PDIA5
GMP_LMPP,RAB7A
GMP_LMPP,ATP2C1
GMP_LMPP,PTX3
GMP_LMPP,SMC4
GMP_LMPP,FNDC3B
GMP_LMPP,NAALADL2
GMP_LMPP,ATP11B
GMP_LMPP,PARL
GMP_LMPP,ATP13A3
GMP_LMPP,SPON2
GMP_LMPP,MAEA
GMP_LMPP,COMMD8
GMP_LMPP,SCFD2
GMP_LMPP,NAAA
GMP_LMPP,NUP54
GMP_LMPP,CNOT6L
GMP_LMPP,PRDM8
GMP_LMPP,PLAC8
GMP_LMPP,WDFY3
GMP_LMPP,UNC5C
GMP_LMPP,BANK1
GMP_LMPP,CENPE
GMP_LMPP,LSM6
GMP_LMPP,KLHL2
GMP_LMPP,RWDD4
GMP_LMPP,ACSL1
GMP_LMPP,MED10
GMP_LMPP,OTULINL
GMP_LMPP,JMY
GMP_LMPP,CCNH
GMP_LMPP,POLR3G
GMP_LMPP,ELL2
GMP_LMPP,ERAP2
GMP_LMPP,MAN2A1
GMP_LMPP,SNX2
GMP_LMPP,IRF1-AS1
GMP_LMPP,UBE2B
GMP_LMPP,SEC24A
GMP_LMPP,DIAPH1
GMP_LMPP,HMGXB3
GMP_LMPP,DOCK2
GMP_LMPP,RP11-779O18.3
GMP_LMPP,PDLIM7
GMP_LMPP,SQSTM1
GMP_LMPP,CD83
GMP_LMPP,H1-2
GMP_LMPP,H2BC5
GMP_LMPP,H4C5
GMP_LMPP,PPP1R18
GMP_LMPP,PFDN6
GMP_LMPP,TAPBP
GMP_LMPP,PHF1
GMP_LMPP,SLC29A1
GMP_LMPP,KHDC1
GMP_LMPP,PNRC1
GMP_LMPP,QRSL1
GMP_LMPP,CENPW
GMP_LMPP,EPB41L2
GMP_LMPP,RAB32
GMP_LMPP,RMND1
GMP_LMPP,RP11-537P24.1
GMP_LMPP,ACTB
GMP_LMPP,SNX13
GMP_LMPP,CREB5
GMP_LMPP,ANLN
GMP_LMPP,MPLKIP
GMP_LMPP,AEBP1
GMP_LMPP,PPIA
GMP_LMPP,CALN1
GMP_LMPP,SDHAF3
GMP_LMPP,SMURF1
GMP_LMPP,ZKSCAN5
GMP_LMPP,PNPLA8
GMP_LMPP,DOCK4
GMP_LMPP,LINC00513
GMP_LMPP,MKLN1
GMP_LMPP,CNOT4
GMP_LMPP,KDM7A
GMP_LMPP,ATP6V0E2
GMP_LMPP,GALNT11
GMP_LMPP,MFHAS1
GMP_LMPP,LONRF1
GMP_LMPP,ELP3
GMP_LMPP,RP11-489E7.4
GMP_LMPP,MAK16
GMP_LMPP,TMEM68
GMP_LMPP,SDCBP
GMP_LMPP,SLCO5A1
GMP_LMPP,PKIA-AS1
GMP_LMPP,CA2
GMP_LMPP,CNGB3
GMP_LMPP,C8orf37-AS1
GMP_LMPP,DSCC1
GMP_LMPP,PVT1
GMP_LMPP,CYRIB
GMP_LMPP,CPSF1
GMP_LMPP,RECQL4
GMP_LMPP,CBWD1
GMP_LMPP,RP11-390F4.3
GMP_LMPP,AQP3
GMP_LMPP,MELK
GMP_LMPP,GNAQ
GMP_LMPP,FRMD3
GMP_LMPP,CENPP
GMP_LMPP,ZNF367
GMP_LMPP,PRXL2C
GMP_LMPP,SLC44A1
GMP_LMPP,SNX30
GMP_LMPP,C5
GMP_LMPP,ZBTB43
GMP_LMPP,TRUB2
GMP_LMPP,URM1
GMP_LMPP,SPTAN1
GMP_LMPP,RAPGEF1
GMP_LMPP,SPACA9
GMP_LMPP,LARP4B
GMP_LMPP,PFKP
GMP_LMPP,CCDC3
GMP_LMPP,MCM10
GMP_LMPP,HACD1
GMP_LMPP,LNCAROD
GMP_LMPP,CCAR1
GMP_LMPP,PPA1
GMP_LMPP,PALD1
GMP_LMPP,ZMIZ1
GMP_LMPP,SHLD2
GMP_LMPP,TM9SF3
GMP_LMPP,MARVELD1
GMP_LMPP,CHUK
GMP_LMPP,NFKB2
GMP_LMPP,NEURL1
GMP_LMPP,MKI67
GMP_LMPP,PSMD13
GMP_LMPP,HRAS
GMP_LMPP,TRIM5
GMP_LMPP,TRIM22
GMP_LMPP,AMPD3
GMP_LMPP,USP47
GMP_LMPP,SPTY2D1
GMP_LMPP,HSD17B12
GMP_LMPP,CD82
GMP_LMPP,MDK
GMP_LMPP,KBTBD4
GMP_LMPP,FTH1
GMP_LMPP,UQCC3
GMP_LMPP,STIP1
GMP_LMPP,LTBP3
GMP_LMPP,BANF1
GMP_LMPP,PPP1CA
GMP_LMPP,GSTP1
GMP_LMPP,IGHMBP2
GMP_LMPP,PPFIA1
GMP_LMPP,NDUFC2
GMP_LMPP,SLC36A4
GMP_LMPP,PIWIL4
GMP_LMPP,NPAT
GMP_LMPP,TIMM8B
GMP_LMPP,SDHD
GMP_LMPP,DPAGT1
GMP_LMPP,CHD4
GMP_LMPP,CD4
GMP_LMPP,PHB2
GMP_LMPP,EMG1
GMP_LMPP,WBP11
GMP_LMPP,MRPS35
GMP_LMPP,TUBA1A
GMP_LMPP,METTL7A
GMP_LMPP,ATF7
GMP_LMPP,CNPY2
GMP_LMPP,SHMT2
GMP_LMPP,DDIT3
GMP_LMPP,CDK4
GMP_LMPP,CNOT2
GMP_LMPP,OSBPL8
GMP_LMPP,PLXNC1
GMP_LMPP,ACTR6
GMP_LMPP,CRY1
GMP_LMPP,SELPLG
GMP_LMPP,TCHP
GMP_LMPP,HECTD4
GMP_LMPP,CIT
GMP_LMPP,RAN
GMP_LMPP,SPATA13
GMP_LMPP,CCNA1
GMP_LMPP,LHFPL6
GMP_LMPP,DIAPH3
GMP_LMPP,CLYBL
GMP_LMPP,ABHD4
GMP_LMPP,MRPL52
GMP_LMPP,PSME1
GMP_LMPP,CTSG
GMP_LMPP,AKAP6
GMP_LMPP,RP11-116N8.1
GMP_LMPP,MTHFD1
GMP_LMPP,ZNF410
GMP_LMPP,RP11-293M10.1
GMP_LMPP,GPATCH2L
GMP_LMPP,CALM1
GMP_LMPP,CLMN
GMP_LMPP,BEGAIN
GMP_LMPP,EIF5
GMP_LMPP,BRF1
GMP_LMPP,BTBD6
GMP_LMPP,MTMR10
GMP_LMPP,ARHGAP11A
GMP_LMPP,RAD51
GMP_LMPP,CHP1
GMP_LMPP,GABPB1-IT1
GMP_LMPP,MYO5A
GMP_LMPP,RAB8B
GMP_LMPP,PCLAF
GMP_LMPP,MAN2C1
GMP_LMPP,TBC1D2B
GMP_LMPP,MORF4L1
GMP_LMPP,ZFAND6
GMP_LMPP,VPS33B
GMP_LMPP,RP11-526I2.5
GMP_LMPP,MRPL28
GMP_LMPP,WDR90
GMP_LMPP,JPT2
GMP_LMPP,PAQR4
GMP_LMPP,MGRN1
GMP_LMPP,CARHSP1
GMP_LMPP,ATXN2L
GMP_LMPP,NPIPB11
GMP_LMPP,HIRIP3
GMP_LMPP,ORAI3
GMP_LMPP,ZNF720
GMP_LMPP,AMFR
GMP_LMPP,MT1X
GMP_LMPP,HERPUD1
GMP_LMPP,KARS1
GMP_LMPP,MAP1LC3B
GMP_LMPP,CDT1
GMP_LMPP,CBFA2T3
GMP_LMPP,YWHAE
GMP_LMPP,METTL16
GMP_LMPP,ZZEF1
GMP_LMPP,MYBBP1A
GMP_LMPP,TXNDC17
GMP_LMPP,ACADVL
GMP_LMPP,MPDU1
GMP_LMPP,NAA38
GMP_LMPP,UBB
GMP_LMPP,MTRNR2L1
GMP_LMPP,RPL23A
GMP_LMPP,UTP6
GMP_LMPP,SUZ12
GMP_LMPP,CDK12
GMP_LMPP,CDC6
GMP_LMPP,VPS25
GMP_LMPP,RPL27
GMP_LMPP,LINC00910
GMP_LMPP,HDAC5
GMP_LMPP,FMNL1
GMP_LMPP,PLEKHM1
GMP_LMPP,KPNB1
GMP_LMPP,PNPO
GMP_LMPP,TOB1
GMP_LMPP,TRIM25
GMP_LMPP,DHX40
GMP_LMPP,METTL2A
GMP_LMPP,PSMC5
GMP_LMPP,DDX5
GMP_LMPP,TIMP2
GMP_LMPP,NPLOC4
GMP_LMPP,RP13-1032I1.7
GMP_LMPP,SLC16A3
GMP_LMPP,RP13-516M14.1
GMP_LMPP,CYBC1
GMP_LMPP,PTPN2
GMP_LMPP,PCAT18
GMP_LMPP,ZNF24
GMP_LMPP,TPGS2
GMP_LMPP,ACAA2
GMP_LMPP,SEC11C
GMP_LMPP,RP11-154H12.3
GMP_LMPP,PRSS57
GMP_LMPP,TMEM259
GMP_LMPP,ATP5F1D
GMP_LMPP,UQCR11
GMP_LMPP,GNG7
GMP_LMPP,UHRF1
GMP_LMPP,KDM4B
GMP_LMPP,PRAM1
GMP_LMPP,ZNF709
GMP_LMPP,WDR83OS
GMP_LMPP,GADD45GIP1
GMP_LMPP,CC2D1A
GMP_LMPP,NDUFB7
GMP_LMPP,IQCN
GMP_LMPP,LSM4
GMP_LMPP,ZNF738
GMP_LMPP,ZNF180
GMP_LMPP,ERCC2
GMP_LMPP,CARD8-AS1
GMP_LMPP,CD33
GMP_LMPP,ZNF347
GMP_LMPP,ZNF211
GMP_LMPP,RBCK1
GMP_LMPP,PCNA
GMP_LMPP,CDS2
GMP_LMPP,BTBD3
GMP_LMPP,KIF16B
GMP_LMPP,CST7
GMP_LMPP,EIF2S2
GMP_LMPP,AAR2
GMP_LMPP,SNHG11
GMP_LMPP,DHX35
GMP_LMPP,TOP1
GMP_LMPP,YWHAB
GMP_LMPP,ZMYND8
GMP_LMPP,ZFAS1
GMP_LMPP,GNAS
GMP_LMPP,ARFRP1
GMP_LMPP,SAMSN1
GMP_LMPP,LINC01684
GMP_LMPP,USP16
GMP_LMPP,SON
GMP_LMPP,DOP1B
GMP_LMPP,ZBTB21
GMP_LMPP,TRPM2
GMP_LMPP,BCR
GMP_LMPP,TOM1
GMP_LMPP,MCM5
GMP_LMPP,TMEM184B
GMP_LMPP,RBX1
GMP_LMPP,CENPM
GMP_LMPP,POLDIP3
GMP_LMPP,PIM3
GMP_LMPP,MIR222HG
GMP_LMPP,UBA1
GMP_LMPP,EBP
GMP_LMPP,ZC4H2
GMP_LMPP,TIMM8A
GMP_LMPP,RP11-485I9.1
GMP_LMPP,LINC00893
GMP_LMPP,MT-ND6
GMP_LMPP,ENSG00000273748
LMPP,TTLL10
LMPP,UBE2J2
LMPP,ACAP3
LMPP,PUSL1
LMPP,CPTP
LMPP,DVL1
LMPP,AURKAIP1
LMPP,CCNL2
LMPP,MRPL20-AS1
LMPP,FNDC10
LMPP,RP11-345P4.9
LMPP,CDK11B
LMPP,PRKCZ
LMPP,FAAP20
LMPP,PEX10
LMPP,PANK4
LMPP,PRXL2B
LMPP,MMEL1
LMPP,DFFB
LMPP,KCNAB2
LMPP,THAP3
LMPP,RERE
LMPP,MIR34AHG
LMPP,PIK3CD-AS2
LMPP,CTNNBIP1
LMPP,DFFA
